ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,E_ID,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var
es249,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex002,,out002,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,ambiet sound,40,,Not applicable,2,Anxiety,Open Field Test,,Time in center,percentage,%,light phase,2,Figure 1,Li_2010_fig_1b,wild.ambient_,wild.music,wild.ambient_wild.music,Yes,,7.5,7.5,18.144,2.09,7.537,,20.318,1.505,5.426,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,-0.060815832120690805,0.009357088266615089
es250,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex001,,out001,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,white noise,60,,300-10000,2,Anxiety,Open Field Test,,Motion,distance,m,light phase,2,Figure 1,Li_2010_fig_1A,wild.wn,wild.music,wild.wnwild.music,Yes,,7.5,7.5,39.169,3.746,13.506,,40.635,1.629,5.872,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,-0.036744146595467146,0.018637109976898453
es251,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex002,,out002,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,white noise,60,,300-10000,2,Anxiety,Open Field Test,,Time in center,percentage,%,light phase,2,Figure 1,Li_2010_fig_1b,wild.wn,wild.music,wild.wnwild.music,Yes,,7.5,7.5,17.642,1.923,6.934,,20.318,1.505,5.426,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,-0.07581029825269772,0.008642674446354491
es252,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex001,,out003,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,ambiet sound,40,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,light phase,2,Figure 2,Li_2010_fig_2A,wild.ambient_,wild.music,wild.ambient_wild.music,Yes,,7.5,7.5,26.594,2.022,7.29,,28.46,2.022,7.29,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,-0.037833421818866085,0.00583888591189712
es253,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex002,,out004,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,ambiet sound,40,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,light phase,2,Figure 2,Li_2010_fig_2B,wild.ambient_,wild.music,wild.ambient_wild.music,Yes,,7.5,7.5,27.409,2.133,7.69,,30.569,1.106,3.987,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,-0.06130466134921389,0.003990742094171462
es254,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex001,,out003,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,white noise,60,,300-10000,2,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,light phase,2,Figure 2,Li_2010_fig_2A,wild.wn,wild.music,wild.wnwild.music,Yes,,7.5,7.5,24.028,2.955,10.654,,28.46,2.022,7.29,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,-0.09385073636459948,0.010645174084923482
es255,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex002,,out004,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,white noise,60,,300-10000,2,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,light phase,2,Figure 2,Li_2010_fig_2B,wild.wn,wild.music,wild.wnwild.music,Yes,,7.5,7.5,25.355,2.607,9.398,,30.569,1.106,3.987,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,-0.10452628008832532,0.006313807362568609
es256,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,1519.174,194.69,701.966,,1787.611,76.696,276.532,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,-0.16271332546130918,0.017588116335219645
es257,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out002,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,178.475,53.812,194.021,,467.265,74.439,268.395,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,-0.9624480131605985,0.11197976994558324
es258,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out003,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,light phase,2,Figure 1,Chikahisa_2007_fig_1C,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,11.591,3.011,10.858,,29.659,4.545,16.389,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,-0.5054758405586127,0.02484168307859171
es259,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,6.545,1.316,4.746,,13.382,1.463,5.273,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,-0.7152091209987619,0.05045065488490886
es260,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,1480.826,147.493,531.792,,1787.611,76.696,276.532,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.18828005136040393,0.01132564477413483
es261,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out002,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,163.229,34.081,122.88,,467.265,74.439,268.395,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-1.0517424257267627,0.06641847358545352
es262,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out003,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,light phase,2,Figure 1,Chikahisa_2007_fig_1C,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,10.625,2.045,7.375,,29.659,4.545,16.389,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.5507399503891149,0.016809797972253612
es263,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,6.837,1.243,4.482,,13.382,1.463,5.273,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.6715614814289683,0.0433341975567009
es264,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,implanted placebo pellet,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 2,Chikahisa_2007_fig_2A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13,13,4160.156,292.969,1056.314,,3984.375,375,1352.082,,,No,,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.04317211177131015,0.013817470515898492
es265,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out002,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,implanted placebo pellet,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Open Field Test,,Time in center,percentage,%,light phase,2,Figure 2,Chikahisa_2007_fig_2B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13,13,6.376,0.738,2.662,,5.403,1.141,4.114,,,No,,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.08448860385199244,0.015074965106202166
es266,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,implanted placebo pellet,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 2,Chikahisa_2007_fig_2A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13,13,2882.813,328.125,1183.072,,3984.375,375,1352.082,,,No,,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.3236139082361249,0.021813392739727093
es267,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out002,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,implanted placebo pellet,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Open Field Test,,Time in center,percentage,%,light phase,2,Figure 2,Chikahisa_2007_fig_2B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13,13,3.49,0.973,3.509,,5.403,1.141,4.114,,,No,,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.22182264974673815,0.03147942565498445
es268,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out001,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,1380.531,129.794,467.977,,1427.729,156.342,563.7,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,-0.03361686222933632,0.020058871477114302
es269,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out002,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,182.063,43.049,155.217,,320.179,68.161,245.76,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,-0.5645274333763666,0.09748137763571639
es270,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out003,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,light phase,2,Figure 1,Chikahisa_2007_fig_1C,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,10.568,2.273,8.194,,14.886,2.443,8.809,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,-0.17924414815197237,0.019229121813669432
es271,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out004,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,6.947,0.914,3.296,,6.764,0.914,3.296,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.026695480674409976,0.03426292745634279
es272,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out001,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,1477.876,159.292,574.336,,1427.729,156.342,563.7,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,0.03452085185082265,0.022734265393809874
es273,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out002,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,240.359,61.883,223.124,,320.179,68.161,245.76,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.2867465753708503,0.10747376647473408
es274,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out003,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,light phase,2,Figure 1,Chikahisa_2007_fig_1C,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,11.136,2.102,7.58,,14.886,2.443,8.809,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.15203840579938763,0.016517180934780273
es275,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out004,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,6.837,0.951,3.428,,6.764,0.914,3.296,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,0.010734607895322964,0.036210275113915544
es276,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out003,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,12.5,12.5,1027.228,96.535,348.061,,990.099,81.683,294.513,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.03681425300219804,0.016263250435862187
es277,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,12.5,12.5,130.293,18.241,65.769,,237.785,28.664,103.351,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.601581143542052,0.035497033262326845
es278,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out005,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,light phase,2,Figure 3,Chikahisa_2007_fig_3C,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,12.5,12.5,9.271,1.331,4.8,,19.588,2.472,8.914,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.39328982841571075,0.010522688694144307
es279,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out006,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 3,Chikahisa_2007_fig_3D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,12.5,12.5,6.247,0.911,3.285,,7.907,1.269,4.575,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.23564709457735708,0.04890401203681574
