ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,E_ID,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnVR,lnVR_var
es230,Light and classical music therapies attenuate chronic unpredictable mild stress-induced depression via BDNF signaling pathway in mice,10.1016/j.heliyon.2024.e34196,Heliyon,Cheng_2024_HLYN,2024,ex003,,out004,,Mus musculus,Mouse,ICR,Male,Young adult,12 weeks,Young adult,16 weeks,Factorial,,Independent,Yes,CUMS,Induced,Chronic Unpredictable Mild Stress,,Young adult,,56,,None,,Before,,Single trial,,2,,28,,Short,dark phase,Atonal,,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Rearing,count,N/A,Not reported,1,Figure 1,Cheng_2024_fig_1E,CUMS_,Atonal,CUMS_Atonal,Yes,,11,11,10.08,2.573,8.533,,13.263,2.759,9.149,,,No,,No,Yes,not reported,No,,No,,2,3,Cheng_2024_HLYN_Ex-ID,0.0697035841429503,0.1
es231,Light and classical music therapies attenuate chronic unpredictable mild stress-induced depression via BDNF signaling pathway in mice,10.1016/j.heliyon.2024.e34196,Heliyon,Cheng_2024_HLYN,2024,ex004,,out004,,Mus musculus,Mouse,ICR,Male,Young adult,12 weeks,Young adult,16 weeks,Factorial,,Independent,Yes,CUMS,Induced,Chronic Unpredictable Mild Stress,,Young adult,,56,,None,,Before,,Single trial,,2,,28,,Short,dark phase,Rock,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Rearing,count,N/A,Not reported,1,Figure 1,Cheng_2024_fig_1E,CUMS_,ROCK,CUMS_ROCK,Yes,,11,11,10.08,2.573,8.533,,12.599,1.883,6.246,,,No,,No,Yes,not reported,No,,No,,2,3,Cheng_2024_HLYN_Ex-ID,-0.3119997406935608,0.1
es235,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out001,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 1,Camargo_2013_fig_1A,0.silence_,0.music,0.silence_0.music,Yes,,10,10,34.841,6.968,22.035,,76.114,14.204,44.918,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.7122065069875807,0.1111111111111111
es236,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out002,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in closed arms,time,s,light phase,2,Figure 1,Camargo_2013_fig_1B,0.silence_,0.music,0.silence_0.music,No,,10,10,169.29,17.274,54.627,,164.683,18.042,57.055,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.04348744886882697,0.1111111111111111
es237,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out003,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Camargo_2013_fig_1C,0.silence_,0.music,0.silence_0.music,Yes,,10,10,3.287,0.577,1.824,,8.304,0.857,2.709,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.39554767145081837,0.1111111111111111
es238,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out004,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,light phase,2,Figure 1,Camargo_2013_fig_1D,0.silence_,0.music,0.silence_0.music,No,,10,10,11.398,1.209,3.823,,11.521,1.431,4.525,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.16858212243761386,0.1111111111111111
es239,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out005,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Risk assessment,time,s,light phase,2,Figure 1,Camargo_2013_fig_1E,0.silence_,0.music,0.silence_0.music,Yes,,10,10,74.858,7.372,23.314,,86.767,10.208,32.28,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.3253938049041074,0.1111111111111111
es240,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out006,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Motion,time,s,light phase,2,Figure 2,Camargo_2013_fig_2A,0.silence_,0.music,0.silence_0.music,Yes,,10,10,121.61,11.017,34.839,,153.814,16.525,52.258,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.4054555402408898,0.1111111111111111
es241,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out007,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Motion,distance,m,light phase,2,Figure 2,Camargo_2013_fig_2B,0.silence_,0.music,0.silence_0.music,Yes,,10,10,4.3,0.377,1.192,,4.887,0.503,1.589,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.2874723189114209,0.1111111111111111
es242,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out008,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Immobility,time,s,light phase,2,Figure 2,Camargo_2013_fig_2C,0.silence_,0.music,0.silence_0.music,No,,10,10,110.891,15.05,47.591,,128.317,23.762,75.143,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.45674929709120193,0.1111111111111111
es243,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out009,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Rearing,time,s,light phase,2,Figure 2,Camargo_2013_fig_2D,0.silence_,0.music,0.silence_0.music,Yes,,10,10,56.201,10.914,34.513,,38.763,6.9,21.819,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,-0.45855491481534394,0.1111111111111111
es244,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out010,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Grooming,time,s,light phase,2,Figure 2,Camargo_2013_fig_2E,0.silence_,0.music,0.silence_0.music,Yes,,10,10,20.698,9.097,28.768,,7.717,2.658,8.404,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,-1.2305558753064558,0.1111111111111111
es245,Effects of music on stress induced hormones and oxidative stress levels,10.17826/cumj.735738,Cukurova Medical Journal,Terzioglu_2020_CMJ,2020,ex001,,out001,,Rattus norvegicus,Rat,Wistar,Mixed,Mixed,infantile to juvenile,Adolescent,30 d,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,1,,11,,Short,Not reported,classical,,Western Art Music / Orchestral,60,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Tail Suspension Test (TST),,Immobility,time,s,Not reported,0,Figure 1,Terzioglu_2020_fig_1,control_,Classical,control_Classical,No,,12,11.333,62.205,12.441,43.097,,103.937,7.559,25.071,,,No,,Yes,Yes,not reported,No,,No,,3,4,Terzioglu_2020_CMJ_Ex-ID,-0.5388074771871777,0.0938432031531809
es246,Effects of music on stress induced hormones and oxidative stress levels,10.17826/cumj.735738,Cukurova Medical Journal,Terzioglu_2020_CMJ,2020,ex001,,out002,,Rattus norvegicus,Rat,Wistar,Mixed,Mixed,infantile to juvenile,Adolescent,30 d,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,1,,11,,Short,Not reported,Rock,,Popular Contemporary Music,120,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Tail Suspension Test (TST),,Immobility,time,s,Not reported,0,Figure 1,Terzioglu_2020_fig_1,control_,rock,control_rock,No,,12,11.333,62.205,12.441,43.097,,75.591,10.709,35.517,,,No,,Yes,Yes,not reported,No,,No,,3,4,Terzioglu_2020_CMJ_Ex-ID,-0.19050782177697778,0.0938432031531809
es247,Effects of music on stress induced hormones and oxidative stress levels,10.17826/cumj.735738,Cukurova Medical Journal,Terzioglu_2020_CMJ,2020,ex001,,out003,,Rattus norvegicus,Rat,Wistar,Mixed,Mixed,infantile to juvenile,Adolescent,30 d,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,1,,11,,Short,Not reported,sufi,,Traditional Music / Folk / World,30,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Tail Suspension Test (TST),,Immobility,time,s,Not reported,0,Figure 1,Terzioglu_2020_fig_1,control_,sufi,control_sufi,No,,12,11.333,62.205,12.441,43.097,,53.701,7.087,23.504,,,No,,Yes,Yes,not reported,No,,No,,3,4,Terzioglu_2020_CMJ_Ex-ID,-0.6033486574430651,0.0938432031531809
es248,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex001,,out001,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,ambiet sound,40,,Not applicable,2,Anxiety,Open Field Test,,Motion,distance,m,light phase,2,Figure 1,Li_2010_fig_1A,wild.ambient_,wild.music,wild.ambient_wild.music,Yes,,7.5,7.5,41.531,1.466,5.285,,40.635,1.629,5.872,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,0.10532267199001355,0.15384615384615385
es250,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex001,,out001,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,white noise,60,,300-10000,2,Anxiety,Open Field Test,,Motion,distance,m,light phase,2,Figure 1,Li_2010_fig_1A,wild.wn,wild.music,wild.wnwild.music,Yes,,7.5,7.5,39.169,3.746,13.506,,40.635,1.629,5.872,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,-0.8329387398404358,0.15384615384615385
es256,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,1519.174,194.69,701.966,,1787.611,76.696,276.532,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,-0.9315584231696478,0.08
es257,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out002,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,178.475,53.812,194.021,,467.265,74.439,268.395,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.3244933753842558,0.08
es259,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,6.545,1.316,4.746,,13.382,1.463,5.273,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.1052973025347608,0.08
es260,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,1480.826,147.493,531.792,,1787.611,76.696,276.532,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.6539258888116143,0.08
es261,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out002,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,163.229,34.081,122.88,,467.265,74.439,268.395,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,0.7812515066125728,0.08
es263,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,6.837,1.243,4.482,,13.382,1.463,5.273,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,0.16253008516959733,0.08
es264,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,implanted placebo pellet,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 2,Chikahisa_2007_fig_2A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13,13,4160.156,292.969,1056.314,,3984.375,375,1352.082,,,No,,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.2468601370995366,0.08333333333333333
es266,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,implanted placebo pellet,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 2,Chikahisa_2007_fig_2A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13,13,2882.813,328.125,1183.072,,3984.375,375,1352.082,,,No,,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,0.13353118131022715,0.08333333333333333
es268,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out001,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,1380.531,129.794,467.977,,1427.729,156.342,563.7,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.18610304567669772,0.08
es269,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out002,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,182.063,43.049,155.217,,320.179,68.161,245.76,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.4595313121263533,0.08
es271,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out004,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,6.947,0.914,3.296,,6.764,0.914,3.296,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0,0.08
es272,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out001,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,1477.876,159.292,574.336,,1427.729,156.342,563.7,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.018692395825934086,0.08
es273,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out002,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,240.359,61.883,223.124,,320.179,68.161,245.76,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,0.09662777922816418,0.08
es275,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out004,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,6.837,0.951,3.428,,6.764,0.914,3.296,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.039267388688308084,0.08
es276,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out003,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,12.5,12.5,1027.228,96.535,348.061,,990.099,81.683,294.513,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.16705460703777672,0.08695652173913043
