ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,E_ID,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnVR,lnVR_var
es166,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex001,,out002,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,hip hop,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Tail Suspension Test (TST),,Immobility,time,s,Not reported,1,Figure 2,Ren_2024_fig_2,WT_,HH,WT_HH,No,,10,10,160.174,18.261,57.746,,107.478,8.348,26.398,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,-0.7827658332270097,0.1111111111111111
es167,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex002,,out002,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,heavy metal,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Tail Suspension Test (TST),,Immobility,time,s,Not reported,1,Figure 2,Ren_2024_fig_2,WT_,HM,WT_HM,No,,10,10,160.174,18.261,57.746,,78.783,13.565,42.897,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,-0.2972521895149527,0.1111111111111111
es168,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex001,,out003,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,hip hop,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Motion,time,s,Not reported,1,Figure 3,Ren_2024_fig_3,WT_,HH,WT_HH,Yes,,10,10,128.593,12.444,39.353,,115.852,17.778,56.218,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,0.35666477947775366,0.1111111111111111
es169,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex002,,out003,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,heavy metal,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Motion,time,s,Not reported,1,Figure 3,Ren_2024_fig_3,WT_,HM,WT_HM,Yes,,10,10,128.593,12.444,39.353,,117.63,10.667,33.731,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,-0.15415491500677703,0.1111111111111111
es170,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex001,,out004,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,hip hop,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Nest building,,Performance,index,N/A,Not reported,1,Figure 4,Ren_2024_fig_4,WT_,HH,WT_HH,Yes,,10,10,1.71,0.588,1.858,,1.21,0.482,1.524,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,-0.19816218312719225,0.1111111111111111
es171,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex002,,out004,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,heavy metal,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Nest building,,Performance,index,N/A,Not reported,1,Figure 4,Ren_2024_fig_4,WT_,HM,WT_HM,Yes,,10,10,1.71,0.588,1.858,,2.098,0.364,1.152,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,-0.47800107811794745,0.1111111111111111
es172,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex001,,ou00t5,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,hip hop,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,Not reported,1,Figure 5,Ren_2024_fig_5a,WT_,HH,WT_HH,Yes,,10,10,2.741,1.566,4.952,,11.354,3.393,10.73,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,0.7732520212603121,0.1111111111111111
es173,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex002,,out005,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,heavy metal,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,Not reported,1,Figure 5,Ren_2024_fig_5a,WT_,HM,WT_HM,Yes,,10,10,2.741,1.566,4.952,,29.755,7.178,22.698,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,1.5224852794966521,0.1111111111111111
es174,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex001,,out006,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,hip hop,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Distance open arm,distance,mm,Not reported,1,Figure 5,Ren_2024_fig_5b,WT_,HH,WT_HH,Yes,,10,10,18.237,0,0.05,,194.529,69.909,221.071,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,8.394216190444887,0.1111111111111111
es175,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex002,,out006,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,heavy metal,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Distance open arm,distance,mm,Not reported,1,Figure 5,Ren_2024_fig_5b,WT_,HM,WT_HM,Yes,,10,10,18.237,0,0.05,,489.362,151.976,480.589,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,9.170744708537828,0.1111111111111111
es176,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex001,,out007,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,hip hop,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Time in center,time,s,Not reported,1,Figure 6,Ren_2024_fig_6a,WT_,HH,WT_HH,Yes,,10,10,34.112,4.05,12.807,,39.875,4.829,15.27,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,0.17589822278660636,0.1111111111111111
es177,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex002,,out007,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,heavy metal,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Time in center,time,s,Not reported,1,Figure 6,Ren_2024_fig_6a,WT_,HM,WT_HM,Yes,,10,10,34.112,4.05,12.807,,49.688,7.165,22.658,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,0.5705210940073622,0.1111111111111111
es178,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex001,,out008,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,hip hop,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,distance,mm,Not reported,1,Figure 6,Ren_2024_fig_6b,WT_,HH,WT_HH,Yes,,10,10,3855.422,406.627,1285.866,,3900.602,451.807,1428.74,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,0.10536051565782636,0.1111111111111111
es179,"Heavy metal Music, Hip-hop Music and Construction Noise Induces Depressive Symptoms in mice",N/A,ASEAN Journal of Psychiatry,Ren_2024_ASEAN,2024,ex002,,out008,,Mus musculus,Mouse,C57BL/6,Male,Adolescent,8 weeks,Young adult,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,7,,Acute,light phase,heavy metal,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,distance,mm,Not reported,1,Figure 6,Ren_2024_fig_6b,WT_,HM,WT_HM,Yes,,10,10,3855.422,406.627,1285.866,,4698.795,572.289,1809.737,,,No,,No,Not reported,not reported,No,,No,,1,2,Ren_2024_ASEAN_Ex-ID,0.34174910953324766,0.1111111111111111
es180,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,,out001,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Placebo: starch,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Crossings periphery,count,N/A,light phase,2,Table 2,,CG_,MG,CG_MG,Yes,,6,6,81,,29.81,,117.33,,16.86,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.5698999551162708,0.2
es181,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,,out001,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Cocoa powder,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Crossings periphery,count,N/A,light phase,2,Table 2,,CPG_,CPMG,CPG_CPMG,Yes,,6,6,91,,32.7,,119.16,,16.37,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.6919246865201643,0.2
es182,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,,out002,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Placebo: starch,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Peripheral ambulation,time,s,light phase,2,Table 2,,CG_,MG,CG_MG,No,,6,6,170.16,,28.54,,182.5,,19.8,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.3656246743482008,0.2
es183,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,,out002,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Cocoa powder,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Peripheral ambulation,time,s,light phase,2,Table 2,,CPG_,CPMG,CPG_CPMG,No,,6,6,185.33,,17.52,,205,,33.32,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,0.6428147317903965,0.2
es184,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,,out003,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Placebo: starch,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Center crossings,count,N/A,light phase,2,Table 2,,CG_,MG,CG_MG,Yes,,6,6,3.33,,2.25,,5.5,,2.25,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,0,0.2
es185,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,,out003,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Cocoa powder,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Center crossings,count,N/A,light phase,2,Table 2,,CPG_,CPMG,CPG_CPMG,Yes,,6,6,2.16,,1.47,,5.16,,2.85,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,0.6620565934899143,0.2
es186,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,,out004,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Placebo: starch,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Center ambulation,time,s,light phase,2,Table 2,,CG_,MG,CG_MG,Yes,,6,6,3,,2.68,,10.33,,5.39,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,0.6987285903981404,0.2
es187,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,,out004,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Cocoa powder,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Center ambulation,time,s,light phase,2,Table 2,,CPG_,CPMG,CPG_CPMG,Yes,,6,6,2.83,,1.72,,12.83,,7.88,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,1.522003613044426,0.2
es192,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,,out007,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Placebo: starch,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Crossings,count,N/A,light phase,2,Table 2,,CG_,MG,CG_MG,Yes,,6,6,84.33,,29.34,,122.83,,17.5,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.5167508917853673,0.2
es193,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,,out007,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Cocoa powder,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Crossings,count,N/A,light phase,2,Table 2,,CPG_,CPMG,CPG_CPMG,Yes,,6,6,93.16,,33.6,,124.33,,17.35,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.6609335605762903,0.2
es194,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,,out008,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Placebo: starch,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Motion,time,s,light phase,2,Table 2,,CG_,MG,CG_MG,Yes,,6,6,173.16,,28.58,,192.83,,18.14,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.45458772781473067,0.2
es195,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,,out008,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Cocoa powder,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Motion,time,s,light phase,2,Table 2,,CPG_,CPMG,CPG_CPMG,Yes,,6,6,188.16,,16.92,,217.83,,27.94,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,0.5015629996507386,0.2
es196,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,,out009,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Placebo: starch,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Immobility,time,s,light phase,2,Figure 1,Milbratz_2017_fig_1,CG_,MG,CG_MG,No,,6,6,54.751,13.445,32.933,,11.115,5.378,13.173,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.9163059143293101,0.2
es197,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,,out009,,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,,Factorial,,Independent,Yes,Cocoa powder,Innate,,,,,,,None,,Before,,Single trial,,5,,15,,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Immobility,time,s,light phase,2,Figure 1,Milbratz_2017_fig_1,CPG_,CPMG,CPG_CPMG,No,,6,6,36.432,14.957,36.638,,8.233,2.605,6.381,,,No,,No,Not reported,not reported,No,,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-1.7477611282770575,0.2
es198,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex001,,out001,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Concurrent,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,NH-NoPAS/FST-NoPAS_,NH-NoPAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH-NoPAS/FST+PAS,No,,8,8,117.333,11.333,32.056,,137.333,22.333,63.168,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.6783134704771729,0.14285714285714285
es199,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex002,,out001,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,NH-NoPAS/FST-NoPAS_,NH+PAS/FST-NoPAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST-NoPAS,No,,8,8,117.333,11.333,32.056,,97.667,13.333,37.712,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.1624939728599321,0.14285714285714285
es200,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex003,,out001,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,NH-NoPAS/FST-NoPAS_,NH+PAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST+PAS,No,,8,8,117.333,11.333,32.056,,123,11.667,32.998,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.028962580235409346,0.14285714285714285
