ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID...7,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,Ex_ID...65,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var,lnCVR,lnCVR_var,lnCVR_unstd
es277,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,12.5,12.5,130.293,18.241,65.769,,237.785,28.664,103.351,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.601581144,0.035497033,-0.14959878429949128,0.12245355500145727,-0.14959878429949128
es279,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out006,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 3,Chikahisa_2007_fig_3D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,12.5,12.5,6.247,0.911,3.285,,7.907,1.269,4.575,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.235647095,0.048904012,0.09559295221355366,0.13586053377594617,0.09559295221355366
es280,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out003,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,12.5,12.5,844.059,116.337,419.458,,990.099,81.683,294.513,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,0.159582541,0.026835523,-0.5132227977365005,0.11379204450677291,-0.5132227977365005
es281,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,12.5,12.5,132.248,45.603,164.423,,237.785,28.664,103.351,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,0.586687956,0.138775171,-1.05099936987278,0.22573169308372726,-1.05099936987278
es283,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out006,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 3,Chikahisa_2007_fig_3D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,12.5,12.5,7.028,1.79,6.452,,7.907,1.269,4.575,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,0.117846273,0.094206458,-0.461629734299417,0.18116297960159872,-0.461629734299417
es284,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out007,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Time in light area,time,s,light phase,2,Figure 4,Chikahisa_2007_fig_4A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,14.5,14.5,38.58,9.213,33.218,,73.992,11.228,40.485,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition; missing transitions,1,6,Chikahisa_2007_BBR_Ex-ID,0.651222972,0.0717742,-0.4533833343131056,0.14584827378511256,-0.4533833343131056
es285,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out008,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Time in light area,time,s,light phase,2,Figure 4,Chikahisa_2007_fig_4A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,14.5,14.5,25.624,7.774,28.028,,73.992,11.228,40.485,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition; missing transitions,1,6,Chikahisa_2007_BBR_Ex-ID,1.060427567,0.103159702,-0.6927000423153118,0.17723377651435923,-0.6927000423153118
es286,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out007,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Light-Dark Box,,latency,time,s,light phase,2,Figure 4,Chikahisa_2007_fig_4B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,No,Music reduced anxiety levels inSHAMandOVX/Pmice in the light–dark transition. SHAM and OVX/P mice exposed to music showed more time spent in the light area (A) and shorter latency to move from the dark into the light area (B),14.5,14.5,69.464,22.378,80.684,,17.249,5.128,18.49,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition; missing transitions,1,5,Chikahisa_2007_BBR_Ex-ID,1.393054462,0.172289876,0.08025578306420066,0.24636395053458177,-0.08025578306420066
es287,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out008,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Light-Dark Box,,latency,time,s,light phase,2,Figure 4,Chikahisa_2007_fig_4B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,No,,14.5,14.5,125.408,28.904,104.216,,17.249,5.128,18.49,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition; missing transitions,1,5,Chikahisa_2007_BBR_Ex-ID,1.983818251,0.126872795,-0.2545826282384997,0.2009468688891663,0.2545826282384997
es288,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out009,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Marble burying,,marbles buried,count,N/A,light phase,2,Figure 5,Chikahisa_2007_fig_5A,SILENCE_,MUSIC,SILENCE_MUSIC,No,inhibition of marble burying = anxiolytic effect,14,14,9.095,0.979,3.53,,5.874,0.821,2.96,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.437188979,0.028898012,-0.2610803765844212,0.10582108935502185,0.2610803765844212
es289,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out009,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Marble burying,,marbles buried,count,N/A,light phase,2,Figure 6,Chikahisa_2007_fig_5A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,No,,14,14,9.221,0.884,3.188,,5.874,0.821,2.96,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,0.450947659,0.02667585,-0.3767431661885764,0.10359892689219005,0.3767431661885764
es290,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex007,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 7,Chikahisa_2007_fig_7A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13,13,4532.143,342.857,1282.854,,4478.571,332.143,1242.765,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.011890874,0.012086358,-0.01985767370512629,0.0954196910320674,-0.01985767370512629
es291,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex008,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Open Field Test,,motion,distance,cm,light phase,2,Figure 7,Chikahisa_2007_fig_7A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13,13,4725,267.857,1002.23,,4478.571,332.143,1242.765,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.053563539,0.009384081,0.2686747573013613,0.09271741466235701,0.2686747573013613
es294,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex007,,out003,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 8,Chikahisa_2007_fig_8A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,1041.311,104.918,378.287,,1088.525,115.41,416.116,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.044343073,0.020600466,0.05096782815871229,0.10060046571844403,0.05096782815871229
es295,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex007,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 8,Chikahisa_2007_fig_8B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,172.213,38.422,138.532,,221.612,40.48,145.954,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.252196022,0.080063067,-0.20000586457621047,0.16006306728280356,-0.20000586457621047
es297,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex007,,out006,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 8,Chikahisa_2007_fig_8D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,8.553,1.258,4.535,,7.767,1.478,5.329,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.096398109,0.055694874,0.25773662890867943,0.13569487422957996,0.25773662890867943
es298,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex008,,out003,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 8,Chikahisa_2007_fig_8A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,1266.885,97.049,349.916,,1088.525,115.41,416.116,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.151737563,0.016475683,0.3250085046824192,0.09647568297449778,0.3250085046824192
es299,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex008,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 8,Chikahisa_2007_fig_8B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,238.765,39.108,141.006,,221.612,40.48,145.954,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.0745517,0.057964573,0.10904076048727576,0.1379645728414425,0.10904076048727576
es301,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex008,,out006,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 8,Chikahisa_2007_fig_8D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,10.252,1.447,5.216,,7.767,1.478,5.329,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.277588819,0.054044436,0.2990215977546077,0.13404443568349605,0.2990215977546077
es302,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex007,,out007,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,Time in light area,time,s,light phase,2,Figure 9,Chikahisa_2007_fig_9A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,46.783,8.182,29.5,,86.224,11.119,40.09,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.611428672,0.045466655,-0.30469200881263236,0.1254666545045873,-0.30469200881263236
es303,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex007,,out008,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,latency,time,s,light phase,2,Figure 9,Chikahisa_2007_fig_9B,SILENCE_,MUSIC,SILENCE_MUSIC,No,,13.5,13.5,75.696,29.777,107.364,,33.952,22.263,80.272,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.801777556,0.563078037,-0.5109734938456576,0.6430780372743724,0.5109734938456576
es304,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex007,,out009,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Light-Dark Box,,transitions,count,N/A,light phase,2,Figure 9,Chikahisa_2007_fig_9C,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,10.085,1.907,6.875,,13.008,1.737,6.264,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.254515381,0.051600935,-0.34758806626341254,0.1316009346615034,-0.34758806626341254
es305,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex008,,out007,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Light-Dark Box,,Time in light area,time,s,light phase,2,Figure 9,Chikahisa_2007_fig_9A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,45.524,6.503,23.449,,86.224,11.119,40.09,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,0.638708902,0.035666579,-0.10240982517685146,0.11566657856988045,-0.10240982517685146
es306,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex008,,out008,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Light-Dark Box,,latency,time,s,light phase,2,Figure 9,Chikahisa_2007_fig_9B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,No,,13.5,13.5,44.249,17.811,64.218,,33.952,22.263,80.272,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,0.26488501,0.570077716,-0.4880223324085549,0.6500777157299513,0.4880223324085549
es307,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex008,,out009,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Light-Dark Box,,transitions,count,N/A,light phase,2,Figure 9,Chikahisa_2007_fig_9C,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,11.017,1.61,5.806,,13.008,1.737,6.264,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,0.166125018,0.037749863,-0.09019792536146296,0.117749862763229,-0.09019792536146296
es308,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex007,,out010,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sesame oil/vehicle,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Marble burying,,marbles buried,count,N/A,light phase,2,Figure 10,Chikahisa_2007_fig_10,SILENCE_,MUSIC,SILENCE_MUSIC,No,,13.5,13.5,7.833,1.078,3.888,,4.186,0.666,2.401,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.626599954,0.042619792,-0.14459038500221702,0.12261979189959936,0.14459038500221702
